CKG_NM,INQ_CNT,RCMM_CNT,SRAP_CNT,CKG_MTH_ACTO_NM,CKG_MTRL_ACTO_NM,CKG_KND_ACTO_NM,CKG_MTRL_CN,vegetarian_type
유부전골,179,0,0,끓이기,기타,국/탕,['재료 다진고기 후추 간장 표고버섯3개 다시마1조각 육수용 멸치5마리 부추 다진고기 미림 후추 다진마늘 매실청 두부 유부주머니 팽이버섯 새송이버섯 애호박 홍고추 연두'],Pescatarian
인기가요샌드위치,397,0,0,기타,달걀/유제품,기타,['재료 식빵2장 삶은계란3개 마요네즈 소금 후추 양배추 크래미3개 홀그레인머스타드 케첩 딸기잼'],Pescatarian
참치짜글이,135,0,4,끓이기,기타,메인반찬,['재료 감자2개 양파1개 대파1개 청양고추3개 캔참치 물 소스 다진마늘1T 된장12T 맛술2T 고춧가루1T 올리고당1T 고추장1T 진간장3T'],Pescatarian
초고추장미나리무침,324,0,1,무침,채소류,밑반찬,['재료 미나리1단 초고추장3숟갈 파송송 다진마늘1숟갈 깨소금솔솔'],Super_Vegan
감자에그마요모닝빵샌드위치,247,0,0,기타,가공식품류,빵,['재료 모닝빵4개 딸기잼 치즈2장 에그마요샐러드 달걀4개 감자1개 오이12개 소금 마요네즈2큰술 허니머스터드15큰술 홀그레인머스터드05큰술 꿀'],Lacto-Ovo_Vegetarian
새우튀김덮밥,354,0,2,튀김,해물류,기타,['재료 튀김용 새우4마리 양파12개 쪽파고명용 계란2개 물200ml 간장3T 맛술2T 설탕12T 후추'],Pescatarian
알배추김치겉절이,569,0,2,무침,채소류,밑반찬,['재료 알배추1100g 천일염5큰술 물500ml 양념재료찹쌀풀 찹쌀가루2큰술 물200ml 알배추 김치 양념재료 배12개시판 배 음료가능 빨간 고추10개소 액젓6큰 술 매실액3큰술 간 마늘4큰술 건조 큐브 생강3알 찹쌀 풀1컵 고추가루6큰술'],Pescatarian
열무된장나물무침,593,0,3,무침,채소류,밑반찬,['재료 열무310g 소금12큰술데칠 때 양념 다진 마늘12큰술 된장12큰술 매실청12큰술 깨소금1큰술 참기름1큰술 통깨조금 된장1작은술간맞춤용'],Super_Vegan
도토리묵샐러드,128,0,0,기타,가공식품류,샐러드,['재료 도토리묵1모 오이 양파 당근 상추 깻잎 청양고추 대파 양념 간장3스푼 고춧가루2스푼 설탕1스푼 액젓12스푼 마늘12스푼 깨소금1스푼 참기름1스푼'],Pescatarian
연어롤,235,0,2,기타,해물류,퓨전,['연어김밥 재료 생연어50g 김밥용김2장 계란3개 상추4장 오이1개 당근12개 에리스리톨1작은술 소금1작은술 식초2큰술 크래미1개 크래미 양념 재료 크래미1개 비건 마요네즈1큰술 생 와사비1작은술 에리스리톨12작은술'],Pescatarian
송이버섯미역국,329,0,5,끓이기,건어물류,국/탕,['재료 건미역70g 물8컵 다시마 국간장3큰술 송이버섯10개송화 소금3꼬집 참기름 건송화 송이버섯4개 채소분말 육수2봉 소금부족한간만큼'],Pescatarian
미역냉국,883,0,1,기타,기타,국/탕,['재료 건미역3g 오이12개103g 홍고추12개5g 다진 마늘03큰술 소금03큰술 설탕1큰술 참치액1큰술 식초12큰술 통깨넉넉하게 차가운 물400450ml 얼음약간옵션'],Pescatarian
꽈리고추애호박볶음,1357,0,11,볶음,채소류,밑반찬,['재료 애호박200g 꽈리고추10개 홍고추12개 쪽파1개 양념 밥숟가락 계량10ml계량컵200ml 200ml  포도씨유1스푼식용유 다진 마늘1스푼 꽃소금02스푼 참치액1스푼 진간장07스푼 통깨1스푼 참기름07스푼'],Pescatarian
토마토카프레제샐러드,2146,0,39,무침,채소류,샐러드,['재료 방울토마토10개 보코치니치즈15개 양파30g14개 바질잎 조금 발사믹드레싱 밥숟가락 계량 10ml계량컵 사용 20 발사믹식초2스푼 레몬즙1스푼 알룰로스1스푼 올리브유2스푼 소금01스푼 후추 약간 토마토 세척 식초1스푼'],Lacto-Ovo_Vegetarian
망고바나나스무디,175,0,2,기타,과일류,차/음료/술,['재료 냉동 망고100g 바나나1개 우유180ml'],Lacto-Ovo_Vegetarian
감자채부침,121,0,0,부침,채소류,기타,['재료 감자 작은것6개 모짜렐라치즈적당히 양념 소금2꼬집 식용유적당히 파슬리가루선택'],Lacto-Ovo_Vegetarian
돼지고기가지덮밥,859,0,2,끓이기,채소류,밥/죽/떡,['재료 가지1개 돼지고기다짐육100g 대파14대 다진마늘05T 진간장05T 올리고당05T 참기름1T 육수200ml 전분전분물'],Omnivore
밤호박카레,165,0,1,끓이기,채소류,메인반찬,['재료 밤호박1통 양파12개 당근50g 애호박50g 돼지고기100g or 소고기 카레가루23T조절 물600ml 우유100ml'],Omnivore
꼬치,504,0,25,굽기,밀가루,양식,['재료 리가토니150g 노랑파프리카14개 빨강파프리카14개 양파14개 블랙올리브2T 베이컨3줄 피자치즈100g 토마토소스1종이컵 소금1t'],Omnivore
파프리카부추순두부계란말이,118,0,4,부침,달걀/유제품,메인반찬,['재료 순두부 작은1봉지 계란78개 빨강파프리카조금 부추12줌 전분가루2큰술 양념 소금1티스푼 후추가루조금 올리브유'],Lacto-Ovo_Vegetarian
달가슴살김치볶음,121,0,2,볶음,닭고기,밑반찬,['재료 묵은김치12포기 닭가슴살2팩그릴 대파조금 양념 올리브유23큰술 참치액1큰술 다진마늘1작은술 생강술1큰술맛술 알룰로스1티스푼가루 참기름1큰술 통깨조금'],Omnivore
돼지고기춘장볶음,314,0,3,볶음,돼지고기,메인반찬,['재료 돼지고기 잡채용600g 다진마늘1큰술 다진생강1작은술 썬파3큰술 설탕1큰술 굴소스1큰술 볶음춘장3큰술 꿀2큰술 식초1큰술 물3국자 전분물농도에맞게 오이12개 대파1대 오리쌈피원하는만큼'],Omnivore
소시지볶음,145,0,3,볶음,가공식품류,밑반찬,['재료 비엔나소시지560g 양파1개 마늘7알 양념 식용유1T 고추장15T 케찹1T 굴소스1T 올리고당1T 물3T'],Omnivore
맛살계란덮밥,147,0,9,볶음,달걀/유제품,밥/죽/떡,['재료 계란3개 맛살3개 소금1꼬집 파슬리 밥1인분 소스 물100ml 케첩2수저 돈가스소스2수저'],Omnivore
깻잎순무침,102,0,0,볶음,채소류,밑반찬,['재료 깻잎순1봉지 양념 들기름2T 다진마늘1T 국간장1T 멸치액젓05T 들깨가루2T 소금약간 참깨약간'],Pescatarian
백조기손질법,556,0,2,굽기,해물류,메인반찬,['재료 백 조기2마리 식용유1큰술 소금약간'],Pescatarian
문어카르파초,9924,0,135,데치기,해물류,샐러드,['필수 재료 자숙문어450g 어린잎채소50g 방울토마토10개 노랑파프리카14개 양파14개 자색양배추30g 버터1큰술 드레싱 재료 올리브유3큰술 화이트와인식초3큰술 레몬즙3큰술 식초1큰술 꿀2큰술 유자청2큰술 딸기쨈1큰술'],Pescatarian
아몬드라떼,108,0,3,기타,가공식품류,차/음료/술,['재료 아몬드우유150ml 더치커피30ml 각얼음45조각'],Lacto-Ovo_Vegetarian
오트밀계란밥,241,0,11,기타,곡류,밥/죽/떡,['재료 오트밀45T 물4T 계란1개 소금톡톡 김자반10g 참기름12T'],Lacto-Ovo_Vegetarian
전복된장찌개,227,0,2,끓이기,해물류,찌개,['재료 손질된 전복4마리 된장23T 두부1모 둥근호박14개 미니새송이1줌 양파12개'],Pescatarian
토마토절임샐러드,231,0,0,무침,채소류,샐러드,['재료 방울토마토700g 양파200g 올리브오일50g 레몬1개 발사믹식초2T 알룰로스2T 소금05t 생바질20g 새싹 채소적당량 리코타치즈적당량'],Lacto-Ovo_Vegetarian
들깨소스양배추샐러드,859,0,6,비빔,채소류,샐러드,['재료 양배추채200300g 양념 소금12작은술절일때 레몬즙1큰술 올리브유1큰술 들깨가루112큰술 알룰로스1티스푼액상'],Super_Vegan
미니단호박,585,0,2,찜,채소류,기타,['재료 미니 단호박2개 꿀2T기호에 따라 가감 아몬드조금견과류'],Vegan
새송이버섯,472,0,2,찜,버섯류,밥/죽/떡,['재료 새송이버섯3개'],Super_Vegan
청경채,540,0,5,찜,채소류,밥/죽/떡,['재료 청경채300g'],Super_Vegan
오이,438,0,5,찜,채소류,밥/죽/떡,['재료 오이2개'],Super_Vegan
꽃게된장찌개,141,0,3,끓이기,해물류,찌개,['재료 냉동꽃게3마리 감자1개대 두부23모 애호박14개 양파12개 청양고추1개 양념 집된장1T크게 다진마늘12T 코인육수1개생략가능'],Pescatarian
냉면무절임,441,0,1,절임,채소류,밑반찬,['재료 무 소금 식초 설탕 물'],Super_Vegan
보쌈김치,3249,0,10,무침,채소류,밑반찬,['재료 무 올리고당 액젓 참치액젓 맛술 고춧가루 설탕 다진마늘 다시다'],Omnivore
LA양념갈비구이,299,0,29,굽기,소고기,메인반찬,['LA갈비 재료 LA갈비2팩500g 야채쌈야채쌈모듬 버섯12팩 양파12개 쌈장적당히 참기름조금'],Omnivore
알타리무피클,251,0,2,기타,기타,밑반찬,['재료 알타리 동치미15kg 자색양파1개 통후추조금 현미식초1컵 매실액12컵 레몬즙12컵 사과즙1봉'],Super_Vegan
송이버섯밥,499,0,3,끓이기,버섯류,밥/죽/떡,['재료 칠분도미2컵 카뮤트13컵 물2컵밥물 송화버섯68개 양조간장1큰술 국간장12큰술 올리브오일1큰술 들기름 참기름 양념간장 다진파 다진부추 매실액2 국간장1 양조간장1 통깨 들기름 참기름'],Pescatarian
계란샐러드샌드위치,156,0,0,삶기,가공식품류,빵,['재료 식빵2장 삶은달걀23개 청상추6장 양파12개 당근14개 홀그레인머스터드1작은술 허니머스터드1큰술 마요네즈2큰술 딸기잼케첩'],Lacto-Ovo_Vegetarian
호박새우젓볶음,309,0,1,볶음,채소류,밑반찬,['재료 호박12개 양파1개중 사이즈 홍 고추1개 청양고추1개기호에 따라 가감 밥새우10g 물100ml 양념 다진마늘2T 들기름15T 식용유15T 미림1T 새우젓1T 소금1T 통깨1t'],Pescatarian
햄버거샌드위치,115,0,1,굽기,가공식품류,빵,['재료 식빵2장 떡갈비1장한우떡갈비 치즈1장 청상추5장 토마토1쪽 홀그레인머스터드 케첩'],Omnivore
어묵감자채볶음,152,0,1,볶음,채소류,메인반찬,['재료 감자3개 사각어묵3장 현미유올리브오일 다진마늘 소금12작은술 대게백간장1큰술 그라인드후추 통깨 다진파 참기름'],Pescatarian
가지강정,255,0,2,기타,채소류,밑반찬,['재료 가지2개 전분가루3큰술 고추1개 대파13대 식용유1컵 양념만들기 진간장2큰술 굴소스1큰술 물엿2큰술 설탕1큰술 다진마늘05큰술 후추소량'],Pescatarian
버섯시금치볶음,93,0,2,볶음,버섯류,밑반찬,['재료 목이버섯1주먹검은목이버섯 건조된것 기준 목이버섯1덩이흰목이버섯 건조된것기준 팽이버섯12개작은것1개 영콘1캔미니옥수수대 시금치23개 당근채12줌 대파12개 양념 올리브유2큰술 다진마늘1작은술 국간장1큰술 진간장1큰술 올리고당12큰술 후추가루조금 참기름조금 통깨조금 소금취향껏'],Super_Vegan
조개미역국,1512,0,9,끓이기,해물류,국/탕,['조개백합 미역국 재료 미역40g불리기 전 무게 백합1kg 국간장3큰술 다진마늘1큰술 물25L 멸치액젓2큰술 맛소금1큰술 굵은소금12큰술 미원'],Pescatarian
밥피자,369,0,1,부침,달걀/유제품,퓨전,['재료 밥1그릇찬밥 감자3개 당근14개 애호박14개 파프리카12 양파12개 달걀6개 또띠아2장 토마토소스적당량 모차렐라치즈100g'],Lacto-Ovo_Vegetarian
무나물배추들깨볶음,686,0,7,볶음,채소류,밑반찬,['재료 배춧잎3장 무1토막5cm두께 들기름2T 들깨가루2T'],Super_Vegan
누룽지죽,1165,0,10,끓이기,쌀,밥/죽/떡,['재료 누룽지3줌 쌀가루2T 콩가루2T어른1명 아이2명 먹을 분량'],Super_Vegan
순두부국,1949,0,2,끓이기,채소류,국/탕,['재료 순두부2팩 멸치다시마육수450ml 냉동 새우살1줌 대파12대 양념재료 다진마늘1T 국간장2T 후추가루약간'],Pescatarian
해초모둠채소샐러드,71,0,2,무침,해물류,샐러드,['해초모둠 채소샐러드 재료 해초1봉지해초모둠 홍 파프리카12개 노랑 파프리카12개 피망12개 양파12개 오이1개 해초 채소샐러드 양념 식초1수저 설탕2수저 다진마늘12수저 들기름12수저 깨소금12수저 소금1스푼'],Super_Vegan
감자꽈리고추조림,4879,0,423,볶음,채소류,밑반찬,['재료 감자34개 꽈리고추20개작은거 다진마늘1큰술 재료 고추장1큰술 된장1작은술 고춧가루1큰술 설탕1큰술 진간장2큰술 맛술1큰술 참기름1작은술 올리고당1큰술'],Super_Vegan
더덕청,242,0,1,기타,채소류,기타,['재료 마른 더덕280g 꿀280g'],Vegan
크래미어묵볶음,118,0,1,볶음,가공식품류,밑반찬,['재료 어묵1장 크래미2개 양파30g 식용유1T 다진마늘05T 올리고당1T 간장1T 물20ml 참기름05T 통깨05T'],Pescatarian
아몬드버터쿠키,247,0,2,굽기,가공식품류,과자,['재료 버터120g 설탕90g 계란40g 박력분160g 아몬드가루80g'],Lacto-Ovo_Vegetarian
소세지양파볶음,592,0,11,볶음,가공식품류,밑반찬,['재료 후랑크소세지4개 양파12개 케찹1T 진간장1T 올리고당1T 통깨'],Omnivore
깐풍가지,343,0,7,굽기,채소류,메인반찬,['재료 가지2개 옥수수녹말1큰술 소금2꼬집 오일2스푼가지용 오일2스푼소스용 후추약간 깐풍소스 야채 대파13개 마늘2톨 청양고추1개 노란 파프리카15개 홍고추12개 깐풍소스 재료 간장2스푼 설탕2스푼 식초3스푼 맛술1스푼 굴소스1스푼 고추기름1스푼'],Pescatarian
스팸무수비,1047,0,57,조림,가공식품류,밥/죽/떡,['재료 스팸1캔 계란8개 김4장 간장양념비율 물4 간장1 설탕1'],Omnivore
뚝배기김치알밥,494,0,1,기타,기타,기타,['재료 김치 설탕 참기름 밥 야채 자투리야채 단무지 날치알 맛살 계란 김가루 깨'],Pescatarian
청경채바나나주스,165,0,0,기타,채소류,차/음료/술,['재료 청경채 바나나 물'],Super_Vegan
꽁치두부채소전,79,0,2,부침,해물류,메인반찬,['재료 꽁치캔1개 두부1모 채소짜투리  양파 브로콜리 팽이버섯 계란34개 전분23큰술또는 밀가루 양념 다진마늘1큰술 생강술1큰술맛술 소금1티스푼 후추가루조금 올리브유'],Pescatarian
버터크림라떼,1124,0,43,기타,달걀/유제품,차/음료/술,['재료 에스프레소1샷 우유100ml 생크림150ml 스테비아1T 버터10g 얼음12종이컵'],Lacto-Ovo_Vegetarian
컵누들컵밥,3699,0,155,볶음,달걀/유제품,밥/죽/떡,['재료 대파13대 컵누들1개매콤한맛 현미밥12공기 달걀1개 식용유2숟가락 물160ml뜨거운 물'],Lacto-Ovo_Vegetarian
플랫화이트,2639,0,1,기타,달걀/유제품,차/음료/술,['재료 얼음적당량 우유80ml 에스프레소2샷'],Lacto-Ovo_Vegetarian
두부명란새우젓찌개,445,0,1,끓이기,콩/견과류,찌개,['재료 두부300g 무40g 참기름2큰술 다진마늘1큰술 새우젓15큰술 명란젓3큰술 물13L 파3큰술썬파 고운고춧가루1작은술'],Pescatarian
계란또띠아,344,0,4,굽기,달걀/유제품,김치/젓갈/장류,['재료 또띠아1장쌀 또띠아 계란2개 양파50g 양송이2개 소금조금 후춧가루조금 토마토퓨레적당량'],Lacto-Ovo_Vegetarian
크림리조또,342,0,1,볶음,닭고기,메인반찬,['닭가슴살리조또 냉동 닭가슴살1팩 브로콜리2송이 양파2T다져서 준비 당근2T다져서 준비 버섯2T다져서 준비 버터1T 우유180ML 밥1공기찬밥 치즈1개 소금약간'],Omnivore
아기닭가슴살탕수육,83,0,1,튀김,닭고기,메인반찬,['닭가슴살 탕수육 탕수기 냉동 닭가슴살1팩 라이스페이퍼닭가슴살 개수에 맞게 소스 간장2T 올리고당2T 식초1T 양배추약간 파프리카약간 양파약간 전분물2T'],Omnivore
유아고구마닭조림,436,0,5,조림,닭고기,밑반찬,['고구마닭조림 닭안심100g 고구마1개작은것 육수80ml 간장2T 올리고당1T 파약간'],Omnivore
아기소세지,431,0,4,찜,닭고기,기타,['닭안심소세지 닭안심56덩어리 우유 야채15g양파 부추 당근 버섯 달걀1개 감자전분1T 소금1t간하는 아이들만'],Omnivore
스팸,627,0,7,튀김,가공식품류,기타,['재료 스팸 식용유 파마산치즈가루 마요네즈1T 스리라차1T'],Omnivore
닭불고기,427,0,1,볶음,닭고기,메인반찬,['닭불고기 닭다리살500g 우유 닭불고기 양념 간장3T 올리고당1T 참기름1T 후추약간 다진마늘1T 설탕15T 맛술2T 통깨1T 양파약간 파약간'],Omnivore
검은깨파운드케이크,152,0,3,굽기,밀가루,디저트,['재료 무염버터145g 설탕130g 소금2g 계란2개 흑임자 페이스트17g 박력분173g 흑임자 가루33g 베이킹파우더5g 우유80g'],Lacto-Ovo_Vegetarian
두부고추장조림,49,0,1,조림,가공식품류,밥/죽/떡,['재료 두부300g 올리브오일 소금 후추 조림양념 고추장1 양조간장12 딸기잼1저당 매실액2또는 양파청 쌀조청1 통깨 쌈덮밥재료 청상추 밥 청상추무침 소금 후추 매실액 들기름 통깨'],Super_Vegan
무화과잼,207,0,29,끓이기,과일류,양념/소스/잼,['무화과잼 재료 무화과1박스 흑설탕2큰술 레몬즙옵션'],Super_Vegan
묵은지햄김밥,77,0,0,기타,기타,밥/죽/떡,['재료 김밥김3장 밥 매실액 소금 식초 통깨 묵은지 햄 마늘종조림 부추 쌈채소'],Omnivore
햄양파링전,82,0,0,부침,가공식품류,밑반찬,['재료 스팸200g 야채자투리야채 양파 계란2개 후추 식용유 부침가루'],Omnivore
우엉연근견과조림,136,0,1,조림,콩/견과류,밑반찬,['재료 연근600g 우엉3줄 호두 아몬드 캐슈넛2컵 양념장 물3컵 다시마 양조간장13컵 국간장1큰술 대게백간장1큰술 맛술3큰술 생강청1큰술 쌀조청5큰술 알룰로스 통깨'],Pescatarian
새우젓계란국,164,0,2,끓이기,달걀/유제품,국/탕,['재료 달걀2개 부추 새우젓국물1작은술 물250ml 채소분말 육수1봉 간장또는 소금'],Pescatarian
청상추샐러드덮밥,348,0,0,기타,가공식품류,밥/죽/떡,['재료 청상추 양파 토마토 올리브오일 소금 매실액 장아찌간장 레몬즙 양념닭가슴살 밥찬밥'],Omnivore
마늘쫑고추장조림,60,0,5,조림,채소류,밑반찬,['재료 마늘쫑200g손질 후 굵은소금 양념 고춧가루1큰술 고추장1큰술 양조간장3큰술 국간장1큰술 조청2큰술 식초1작은술 통깨 참기름'],Super_Vegan
토마토오이냉국,88,0,2,기타,채소류,국/탕,['재료 오이2개 방울토마토10개사이즈 대 기준 10개 이상 소금3작은술 국간장1작은술 채소육수 분말1봉 식초7큰술 매실액5큰술 알룰로스3큰술 물1L 양파1개 780그램'],Pescatarian
시래기닭볶음탕,273,0,3,끓이기,닭고기,국/탕,['시래기 닭볶음탕 재료  닭2마리600g 시래기1kg 된장15큰술 감자1개370g 대파1대 청양고추1개 양파12개 물1L 양념장 재료 고추장2큰술 고춧가루2큰술 다진마늘1큰술 미림2큰술 진간장5큰술 올리고당2큰술 설탕12큰술 소고기다시다12큰술 추가 양념 올리고당1큰술 진간장2큰술 소금12큰술'],Omnivore
소고기박국,861,0,2,끓이기,채소류,국/탕,['재료 박350g 소고기200g 대파1대 물14L 코인육수2알 양념 다진마늘1큰술 참기름1큰술 국간장1큰술 까나리액젓1큰술 소금13작은술 맛술2큰술미향'],Omnivore
열무겉절이,745,0,4,무침,채소류,밑반찬,['재료 어린 열무300g 적양파12개또는 양파 양념 다진 마늘1큰술 고춧가루2큰술 설탕12큰술 진간장1큰술 까나리액젓1큰술 매실청1큰술 식초2큰술 참기름1큰술 통깨12큰술'],Pescatarian
야채만두,184,0,3,굽기,달걀/유제품,메인반찬,['재료 계란4개 애호박13개 당근14개 팽이버섯12봉 부추20g 크래미 맛살4개 소금15작은술 식용유'],Pescatarian
둥근호박볶음,1497,0,3,볶음,채소류,밑반찬,['재료 둥근호박12개 홍고추2개 통들깨1스푼 양념 다진마늘05스푼 굴소스05스푼 진간장05스푼 들기름05스푼 식용유약간'],Pescatarian
소금간수빼기,4900,0,15,기타,기타,기타,['재료 천일염'],Super_Vegan
통깨김밥,107,0,1,굽기,쌀,밥/죽/떡,['재료 밥15공기 진간장1큰술 참기름1큰술 맛소금23꼬집 라이스페이퍼3장 김112장 식용유 통깨 마요소스재료 마요네즈3큰술 와사비1작은술 꿀1큰술 식초12큰술'],Lacto-Ovo_Vegetarian
계란,2392,0,12,기타,달걀/유제품,밑반찬,['재료  계란7알 피클50g또는 단무지 2줄 청양고추13스푼다져서 오이30g  계란 삶기  물15L 식초2스푼16g 양념 핫소스4g 마요네즈15스푼30g 허니머스타드소스67g 설탕13스푼3g 후추가루1꼬집'],Lacto-Ovo_Vegetarian
냉메밀국수,65,0,0,삶기,밀가루,면/만두,['재료 메밀국수135g 국수장국150ml 무우100g 대파조금 깨소금조금 얼음300g 양념 국수장국100ml'],Super_Vegan
하얀냉라면,83,0,0,끓이기,가공식품류,면/만두,['재료 사리곰탕 컵라면1개 닭가슴살100g익힌 닭가슴살 대파13대 육수 물200ml 식초2숟가락'],Omnivore
찰옥수수,1196,0,3,삶기,채소류,디저트,['재료 찰옥수수10개 뉴슈가2스푼 소금1스푼 물2L'],Super_Vegan
문어백고동무침,536,0,3,무침,해물류,메인반찬,['재료 자숙문어250g 백 고동250g 오이12개 양파12개 당근1개 대파12대 다진마늘1큰술 매실액1큰술 맛술1큰술 맛간장1큰술 고추장1큰술 회초장3큰술 고춧가루1큰술 통깨솔솔'],Pescatarian
소고기해장국,918,0,7,끓이기,소고기,국/탕,['재료 소고기양지300g 콩나물300g 무200g 대파2대 물12L  소고기해장국 양념 고춧가루2 국간장3 참치액1 다진마늘1'],Omnivore
방울토마토검정콩가루마리네이드,102,0,3,비빔,과일류,샐러드,['재료 스태비아방울토마토200300g 양파12개 건 파슬리가루1작은술 양념 검정콩가루2큰술검은깨 레몬즙1큰술 소금12티스푼 올리브유12큰술'],Super_Vegan
복숭아냉국,161,0,5,기타,과일류,밑반찬,['재료 복숭아1개 오이12개 생수300ml 소금약간 양념 다진마늘03스푼 사과식초34스푼 국간장05스푼 황설탕05스푼 깨소금1스푼 참기름1스푼'],Super_Vegan
전주콩나물국밥,923,0,7,끓이기,해물류,국/탕,['재료 콩나물4500g 오징어1마리 대파2T 양념 멸치육수15T 간장3T 새우젓05T 고춧가루05T 다진마늘05T 홍고추2개생략가능'],Pescatarian
콩나물오이매실냉국,75,0,2,끓이기,채소류,국/탕,['재료 오이1개 청고추13개 홍고추13개 다진마늘12큰술 콩나물150g 양념 매실청2큰술 참치액젓2큰술'],Pescatarian
매콤국물갈비찜,143,0,3,끓이기,소고기,메인반찬,['재료 갈비탕인스턴트 대파 양파 새송이버섯 다진마늘 다진생강 간장 설탕 참기름 콩나물 쌈장 청양고추 맛술 고추장 고춧가루'],Omnivore
감자크로와상,104,0,8,굽기,채소류,과자,['재료 또띠아1장 감자12개 피자치즈12봉 소금약간'],Lacto-Ovo_Vegetarian
크림닭가슴살스테이크,234,0,1,볶음,닭고기,양식,['재료 닭가슴살1개 양파16개 마늘5알 양념 생크림150ml 화이트와인2T 올리브유1T 버터1T 크러쉬드레드페퍼1T 파마산치즈1T 소금2꼬집 후추2꼬집'],Omnivore
토마토카프레제,540,0,3,기타,채소류,디저트,['재료 토마토2개 모짜렐라치즈125g 바질소량 발사믹 드레싱 재료 발사믹식초1T 올리브오일1T 레몬즙1T 꿀1T 소금2꼬집 후추소량'],Lacto-Ovo_Vegetarian
닭고기죽,172,0,30,끓이기,닭고기,밥/죽/떡,['닭고기죽 재료 구운닭1마리오븐에 구운닭 현미쌀1컵 양파1개 브로콜리2대 당근1개 올리브오일적당량 홍게액1큰술 다진마늘조금 소금조금 육수코인3알 물1L'],Omnivore
감자맑은국,149,0,4,끓이기,채소류,국/탕,['재료 감자5kg 대파3ea 청양고추8ea 홍고추5ea 양념 다진마늘100g 천일염100g 국간장300ml 후추50g 액젓200ml 다시다50g선택사항'],Omnivore
바나나오트밀빵,504,0,2,굽기,곡류,디저트,['재료  2인분  오트밀1컵롤드오트 70g 계란2개 바나나1개큰 바나나  아몬드2T30개 정도 오트밀크100ml매일 무가당 어메이징 오트 시나몬파우더1t 베이킹파우더1t 소금13t 아보카도오일13t'],Lacto-Ovo_Vegetarian
메추리알볶음,252,0,5,볶음,달걀/유제품,밑반찬,['재료 메추리알400g 소스 재료 고추장2T 간장1T 알룰로스2T 고춧가루2T 생수2T 다진마늘1T 무가당 케첩4T 부재료 아몬드분태조금 찹쌀가루2T'],Lacto-Ovo_Vegetarian
지중해식샐러드,138,0,1,무침,채소류,샐러드,['재료 노각12개손질 후 220그램 자색양파12개손질 후 150그램 소금12작은술 레몬즙2큰술 완숙토마토1개 드레싱 올리브오일3큰술 화이트발사믹식초3큰술 꿀1큰술선택 식초1큰술선택 파슬리가루약간'],Vegan
토마토페타치즈샐러드,262,0,32,기타,채소류,샐러드,['토마토 페타치즈 샐러드 재료 토마토1개 적근대1장 치커리적당히 페타치즈12개 화이트 발사믹적당히 레몬즙적당히 메이플시럽적당히 파슬리가루적당히'],Lacto-Ovo_Vegetarian
백김치무침,225,0,3,무침,기타,밑반찬,['재료 백김치1쪽 매실액4큰술 알룰로스3큰술 맛술1큰술 들기름또는 참기름 깨소금 부추'],Pescatarian
전자렌지달걀밥,115,0,1,기타,달걀/유제품,밥/죽/떡,['재료 밥1인분찬밥 달걀2개 물13컵 소금 후추 다진파 올리브오일 참기름 장아찌간장'],Lacto-Ovo_Vegetarian
감자피자,145,0,2,부침,채소류,디저트,['재료 감자225g껍질 벗긴 것 모차렐라치즈140g 소금12작은술 녹말가루2큰술 식용유1큰술'],Lacto-Ovo_Vegetarian
애호박비빔칼국수,107,0,0,비빔,밀가루,면/만두,['재료 칼국수2인분 돼지고기80g 애호박23개 양파1개 감자1개 청양고추2개 대파1뿌리 양념 고추가루1수저 다진마늘1수저 액젓1수저 참치액젓1수저 깨소금12수저 참기름조금 후추가루톡톡'],Omnivore
팥빙수,225,0,1,기타,곡류,디저트,['재료 팥1컵 우유1컵 찹쌀떡1개선택 양념 설탕3술 소금살짝'],Lacto-Ovo_Vegetarian
콩나물둥지냉면,52,0,0,무침,기타,면/만두,['재료 둥지냉면1개 콩나물1줌 샐러리약간또는 상추 양념 둥지냉면 소스1개 진간장12술 참기름1술 대파1술썰은것 마늘12술 통깨적당'],Omnivore
이북식돼지고기콩나물밥,99,0,0,기타,돼지고기,밥/죽/떡,['재료 쌀6컵 돼지고기400g삼겹살이나 목살 콩나물500g 들기름5T식용유 가능 물1L 양념 진간장6T 고춧가루2T 참기름2T 물3T 참깨1T 달래1줌다져서'],Omnivore
애호박감자된장찌개,1751,0,4,끓이기,소고기,찌개,['재료 소고기양지200g 두부1모 감자1개 양파12개 애호박14개 대파1대 청양고추1개 홍고추1개 식용유약간 물3컵 코인육수1개or 멸치육수 양념 계량  밥숟가락 계량컵  된장2 막 된장1 고추장1 다진마늘05'],Omnivore
에그타르트필링,462,0,1,굽기,밀가루,디저트,['재료 버터165g 설탕100g 계란65g 소금15g 박력분250g 아몬드가루40g 에그타르트 필링 재료 우유210g또는 우유 130g  생크림 120g 설탕55g 계란55g계란 노른자 바닐라에센스'],Lacto-Ovo_Vegetarian
황태감자국,828,0,23,끓이기,건어물류,국/탕,['재료 황태1줌 감자1개 양파14개 대파14대 홍고추12개선택 양념 육수한알1개 참치액12T 다진마늘1T 들기름12T 식용유12T 생수500ml'],Pescatarian
아이스메이플라떼,83,0,29,기타,가공식품류,차/음료/술,['아이스 메이플 라떼 재료 에스프레소2샷 얼음가득 우유200ml 메이플시럽1큰술'],Lacto-Ovo_Vegetarian
